Магазин,Наименование группы,Месяц/год,month_dt,Продажа/прогноз,Тип,Полный класс (доминирующий)
Васенко,4(6000-9990) (ENNI MARCO) (ж),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (м),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (MEGAPOLIS) (м),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (NEOLOOK) (м),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (ж),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (OU) (м),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (ж) ,2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SEEBLING титановые) (м) ,2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (SFEROFLEX) (ж),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
