Магазин,Наименование группы,Месяц/год,month_dt,Продажа/прогноз,Тип,Полный класс (доминирующий)
Комарова,2(1590-3990) (NIKITANA) (ж),2025-03,2025-03-31 14:45:54,183,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2024-03,2024-03-01 00:00:00,212,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2024-04,2024-04-01 00:00:00,206,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2024-05,2024-05-01 00:00:00,191,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2024-06,2024-06-01 00:00:00,213,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2024-07,2024-07-01 00:00:00,243,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2024-08,2024-08-01 00:00:00,201,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2024-09,2024-09-01 00:00:00,176,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2024-10,2024-10-01 00:00:00,168,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2024-11,2024-11-01 00:00:00,158,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2024-12,2024-12-01 00:00:00,192,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2025-01,2025-01-31 14:45:54,185,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2025-02,2025-02-28 14:45:54,184,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (OU) (мет+пл) (ж),2025-03,2025-03-31 14:45:54,183,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2024-03,2024-03-01 00:00:00,212,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2024-04,2024-04-01 00:00:00,206,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2024-05,2024-05-01 00:00:00,191,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2024-06,2024-06-01 00:00:00,213,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2024-07,2024-07-01 00:00:00,243,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2024-08,2024-08-01 00:00:00,201,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2024-09,2024-09-01 00:00:00,176,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2024-10,2024-10-01 00:00:00,168,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2024-11,2024-11-01 00:00:00,158,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2024-12,2024-12-01 00:00:00,192,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2025-01,2025-01-31 14:45:54,185,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2025-02,2025-02-28 14:45:54,184,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж),2025-03,2025-03-31 14:45:54,183,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2024-03,2024-03-01 00:00:00,212,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2024-04,2024-04-01 00:00:00,206,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2024-05,2024-05-01 00:00:00,191,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2024-06,2024-06-01 00:00:00,213,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2024-07,2024-07-01 00:00:00,243,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2024-08,2024-08-01 00:00:00,201,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2024-09,2024-09-01 00:00:00,176,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2024-10,2024-10-01 00:00:00,168,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2024-11,2024-11-01 00:00:00,158,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2024-12,2024-12-01 00:00:00,192,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2025-01,2025-01-31 14:45:54,185,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2025-02,2025-02-28 14:45:54,184,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (ж) хит5,2025-03,2025-03-31 14:45:54,183,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2024-03,2024-03-01 00:00:00,212,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2024-04,2024-04-01 00:00:00,206,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2024-05,2024-05-01 00:00:00,191,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2024-06,2024-06-01 00:00:00,213,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2024-07,2024-07-01 00:00:00,243,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2024-08,2024-08-01 00:00:00,201,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2024-09,2024-09-01 00:00:00,176,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2024-10,2024-10-01 00:00:00,168,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2024-11,2024-11-01 00:00:00,158,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2024-12,2024-12-01 00:00:00,192,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2025-01,2025-01-31 14:45:54,185,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2025-02,2025-02-28 14:45:54,184,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (ме) (м),2025-03,2025-03-31 14:45:54,183,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2024-03,2024-03-01 00:00:00,212,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2024-04,2024-04-01 00:00:00,206,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2024-05,2024-05-01 00:00:00,191,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2024-06,2024-06-01 00:00:00,213,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2024-07,2024-07-01 00:00:00,243,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2024-08,2024-08-01 00:00:00,201,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2024-09,2024-09-01 00:00:00,176,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2024-10,2024-10-01 00:00:00,168,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2024-11,2024-11-01 00:00:00,158,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2024-12,2024-12-01 00:00:00,192,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2025-01,2025-01-31 14:45:54,185,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2025-02,2025-02-28 14:45:54,184,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (ж),2025-03,2025-03-31 14:45:54,183,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2024-03,2024-03-01 00:00:00,212,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2024-04,2024-04-01 00:00:00,206,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2024-05,2024-05-01 00:00:00,191,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2024-06,2024-06-01 00:00:00,213,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2024-07,2024-07-01 00:00:00,243,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2024-08,2024-08-01 00:00:00,201,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2024-09,2024-09-01 00:00:00,176,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2024-10,2024-10-01 00:00:00,168,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2024-11,2024-11-01 00:00:00,158,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2024-12,2024-12-01 00:00:00,192,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2025-01,2025-01-31 14:45:54,185,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2025-02,2025-02-28 14:45:54,184,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SENSE EYEWEAR) (пл) (м),2025-03,2025-03-31 14:45:54,183,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2024-03,2024-03-01 00:00:00,212,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2024-04,2024-04-01 00:00:00,206,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2024-05,2024-05-01 00:00:00,191,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2024-06,2024-06-01 00:00:00,213,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2024-07,2024-07-01 00:00:00,243,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2024-08,2024-08-01 00:00:00,201,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2024-09,2024-09-01 00:00:00,176,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2024-10,2024-10-01 00:00:00,168,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2024-11,2024-11-01 00:00:00,158,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2024-12,2024-12-01 00:00:00,192,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2025-01,2025-01-31 14:45:54,185,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2025-02,2025-02-28 14:45:54,184,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,2(1590-3990) (SHARMEL) (м),2025-03,2025-03-31 14:45:54,183,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2024-03,2024-03-01 00:00:00,212,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2024-04,2024-04-01 00:00:00,206,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2024-05,2024-05-01 00:00:00,191,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2024-06,2024-06-01 00:00:00,213,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2024-07,2024-07-01 00:00:00,243,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2024-08,2024-08-01 00:00:00,201,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2024-09,2024-09-01 00:00:00,176,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2024-10,2024-10-01 00:00:00,168,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2024-11,2024-11-01 00:00:00,158,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2024-12,2024-12-01 00:00:00,192,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2025-01,2025-01-31 14:45:54,185,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2025-02,2025-02-28 14:45:54,184,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (BALLET IMAGE) (ж),2025-03,2025-03-31 14:45:54,183,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2024-03,2024-03-01 00:00:00,139,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2024-04,2024-04-01 00:00:00,136,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2024-05,2024-05-01 00:00:00,123,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2024-06,2024-06-01 00:00:00,137,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2024-07,2024-07-01 00:00:00,152,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2024-08,2024-08-01 00:00:00,132,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2024-09,2024-09-01 00:00:00,111,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2024-10,2024-10-01 00:00:00,122,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2024-11,2024-11-01 00:00:00,112,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2024-12,2024-12-01 00:00:00,120,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2025-01,2025-01-31 14:45:54,126,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2025-02,2025-02-28 14:45:54,126,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (ж),2025-03,2025-03-31 14:45:54,126,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2024-03,2024-03-01 00:00:00,139,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2024-04,2024-04-01 00:00:00,136,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2024-05,2024-05-01 00:00:00,123,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2024-06,2024-06-01 00:00:00,137,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2024-07,2024-07-01 00:00:00,152,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2024-08,2024-08-01 00:00:00,132,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2024-09,2024-09-01 00:00:00,111,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2024-10,2024-10-01 00:00:00,122,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2024-11,2024-11-01 00:00:00,112,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2024-12,2024-12-01 00:00:00,120,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2025-01,2025-01-31 14:45:54,126,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2025-02,2025-02-28 14:45:54,126,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (металл) (м),2025-03,2025-03-31 14:45:54,126,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2024-03,2024-03-01 00:00:00,64,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2024-04,2024-04-01 00:00:00,65,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2024-05,2024-05-01 00:00:00,68,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2024-06,2024-06-01 00:00:00,72,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2024-07,2024-07-01 00:00:00,89,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2024-08,2024-08-01 00:00:00,62,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2024-09,2024-09-01 00:00:00,63,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2024-10,2024-10-01 00:00:00,42,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2024-11,2024-11-01 00:00:00,44,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2024-12,2024-12-01 00:00:00,72,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2025-01,2025-01-31 14:45:54,55,прогноз,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2025-02,2025-02-28 14:45:54,54,прогноз,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (ж),2025-03,2025-03-31 14:45:54,54,прогноз,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2024-03,2024-03-01 00:00:00,64,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2024-04,2024-04-01 00:00:00,65,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2024-05,2024-05-01 00:00:00,68,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2024-06,2024-06-01 00:00:00,72,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2024-07,2024-07-01 00:00:00,89,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2024-08,2024-08-01 00:00:00,62,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2024-09,2024-09-01 00:00:00,63,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2024-10,2024-10-01 00:00:00,42,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2024-11,2024-11-01 00:00:00,44,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2024-12,2024-12-01 00:00:00,72,факт,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2025-01,2025-01-31 14:45:54,55,прогноз,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2025-02,2025-02-28 14:45:54,54,прогноз,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (GLORY) (пластик) (м),2025-03,2025-03-31 14:45:54,54,прогноз,овальные_пластик_многоцветный_M_M_L
Комарова,3(4000-5990) (HUMARS) (ж),2024-03,2024-03-01 00:00:00,212,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2024-04,2024-04-01 00:00:00,206,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2024-05,2024-05-01 00:00:00,191,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2024-06,2024-06-01 00:00:00,213,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2024-07,2024-07-01 00:00:00,243,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2024-08,2024-08-01 00:00:00,201,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2024-09,2024-09-01 00:00:00,176,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2024-10,2024-10-01 00:00:00,168,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2024-11,2024-11-01 00:00:00,158,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2024-12,2024-12-01 00:00:00,192,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2025-01,2025-01-31 14:45:54,185,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2025-02,2025-02-28 14:45:54,184,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (ж),2025-03,2025-03-31 14:45:54,183,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2024-03,2024-03-01 00:00:00,212,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2024-04,2024-04-01 00:00:00,206,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2024-05,2024-05-01 00:00:00,191,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2024-06,2024-06-01 00:00:00,213,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2024-07,2024-07-01 00:00:00,243,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2024-08,2024-08-01 00:00:00,201,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2024-09,2024-09-01 00:00:00,176,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2024-10,2024-10-01 00:00:00,168,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2024-11,2024-11-01 00:00:00,158,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2024-12,2024-12-01 00:00:00,192,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2025-01,2025-01-31 14:45:54,185,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2025-02,2025-02-28 14:45:54,184,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (HUMARS) (м),2025-03,2025-03-31 14:45:54,183,прогноз,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (MEGAPOLIS) (ж),2024-03,2024-03-01 00:00:00,212,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (MEGAPOLIS) (ж),2024-04,2024-04-01 00:00:00,206,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (MEGAPOLIS) (ж),2024-05,2024-05-01 00:00:00,191,факт,прямоугольные_металл_темно-серый_M_L_M
Комарова,3(4000-5990) (MEGAPOLIS) (ж),2024-06,2024-06-01 00:00:00,213,факт,прямоугольные_металл_темно-серый_M_L_M
