article,brand,gender_frame,material,frame_type,form,color,lens_width,bridge_width,temples_length,price,cost,категория,class_style,class_size,class_full
315-GUN,DACKOR,мужские,металл,ободковая,прямоугольные,темно-серый,53.0,16.0,140.0,,,оптика,прямоугольные_металл_темно-серый,M_L_M,прямоугольные_металл_темно-серый_M_L_M
315-NERO,DACKOR,мужские,металл,ободковая,прямоугольные,черный,53.0,16.0,140.0,,,оптика,прямоугольные_металл_черный,M_L_M,прямоугольные_металл_черный_M_L_M
315-P187,SWING,подростковые для девочек,пластик,ободковая,панто,,46.0,16.0,125.0,,,оптика,,S_S_M,
315-SILVER,DACKOR,мужские,металл,ободковая,прямоугольные,серебристый,53.0,16.0,140.0,,,оптика,прямоугольные_металл_серебристый,M_L_M,прямоугольные_металл_серебристый_M_L_M
3150948-GLITCH,NANO NAO,подростковые для девочек,пластик,ободковая,панто,черный/красный,48.0,16.0,133.0,,,оптика,панто_пластик_черный/красный,S_M_M,панто_пластик_черный/красный_S_M_M
31517-4791,JAGUAR,мужские,пластик,ободковая,трапеция,синий,53.0,19.0,145.0,,,оптика,трапеция_пластик_синий,L_L_L,трапеция_пластик_синий_L_L_L
31517-8100,JAGUAR,мужские,пластик,ободковая,трапеция,прозрачный,53.0,19.0,145.0,,,оптика,трапеция_пластик_прозрачный,L_L_L,трапеция_пластик_прозрачный_L_L_L
31564-4,VELA,женские,пластик,ободковая,панто,бирюзовый,49.0,19.0,145.0,,,оптика,панто_пластик_бирюзовый,L_M_L,панто_пластик_бирюзовый_L_M_L
3158 B-48,EINAR`S,универсальные,металл,полуободковая,панто,серебристый,48.0,22.0,145.0,,,оптика,панто_металл_серебристый,L_M_L,панто_металл_серебристый_L_M_L
3158 D-48,EINAR`S,универсальные,металл,полуободковая,панто,золотой,48.0,22.0,145.0,,,оптика,панто_металл_золотой,L_M_L,панто_металл_золотой_L_M_L
316-002,BD,универсальные,металл,ободковая,овальные,серебристый,48.0,22.0,145.0,,,оптика,овальные_металл_серебристый,L_M_L,овальные_металл_серебристый_L_M_L
316-C1,BLANCIA,женские,титан,полуободковая,бабочка,золотой,51.0,17.0,138.0,,,оптика,бабочка_титан_золотой,M_M_M,бабочка_титан_золотой_M_M_M
316-C2,BLANCIA,женские,титан,полуободковая,овальные,бронзовый,51.0,17.0,138.0,,,оптика,овальные_титан_бронзовый,M_M_M,овальные_титан_бронзовый_M_M_M
3160-49/20,AVANGLION,мужские,металл,ободковая,необычные,темно-серый,49.0,20.0,145.0,,,оптика,необычные_металл_темно-серый,L_M_L,необычные_металл_темно-серый_L_M_L
3160-49/20-2,AVANGLION,мужские,металл,ободковая,необычные,темно-серый,49.0,20.0,145.0,,,оптика,необычные_металл_темно-серый,L_M_L,необычные_металл_темно-серый_L_M_L
3160-49/60-9,AVANGLION,мужские,металл,ободковая,необычные,золотой,49.0,20.0,145.0,,,оптика,необычные_металл_золотой,L_M_L,необычные_металл_золотой_L_M_L
3160250-QUEST,NANO NAO,подростковые для девочек,пластик,ободковая,бабочка,фиолетовый,50.0,15.0,132.0,,,оптика,бабочка_пластик_фиолетовый,S_M_S,бабочка_пластик_фиолетовый_S_M_S
"3160950-QUEST 3,0",NANO NAO,детские универсальные,пластик,ободковая,трапеция,бирюзовый,50.0,15.0,133.0,,,оптика,трапеция_пластик_бирюзовый,S_M_S,трапеция_пластик_бирюзовый_S_M_S
3162 A-49,EINAR`S,универсальные,металл,ободковая,панто,черный,49.0,20.0,140.0,,,оптика,панто_металл_черный,M_M_L,панто_металл_черный_M_M_L
3163-2,CHOICE,подростковые универсальные,металл,ободковая,панто,черный/золотой,45.0,19.0,128.0,,,оптика,панто_металл_черный/золотой,S_S_L,панто_металл_черный/золотой_S_S_L
3163-3,CHOICE,подростковые для девочек,металл,ободковая,панто,бордовый,45.0,19.0,128.0,,,оптика,панто_металл_бордовый,S_S_L,панто_металл_бордовый_S_S_L
3163-4,CHOICE,подростковые для девочек,металл,ободковая,панто,сиреневый,45.0,19.0,128.0,,,оптика,панто_металл_сиреневый,S_S_L,панто_металл_сиреневый_S_S_L
3164 A-50,EINAR`S,универсальные,металл,ободковая,панто,черный,50.0,18.0,140.0,,,оптика,панто_металл_черный,M_M_L,панто_металл_черный_M_M_L
3164 C-50,EINAR`S,универсальные,металл,ободковая,панто,коричневый,50.0,18.0,140.0,,,оптика,панто_металл_коричневый,M_M_L,панто_металл_коричневый_M_M_L
3164 D-50,EINAR`S,универсальные,металл,ободковая,панто,золотой,50.0,18.0,140.0,,,оптика,панто_металл_золотой,M_M_L,панто_металл_золотой_M_M_L
3164-1,CHOICE,подростковые универсальные,металл,ободковая,панто,черный/серебристый,49.0,19.0,130.0,,,оптика,панто_металл_черный/серебристый,S_M_L,панто_металл_черный/серебристый_S_M_L
3164-2,CHOICE,подростковые для девочек,металл,ободковая,панто,фиолетовый,49.0,19.0,130.0,,,оптика,панто_металл_фиолетовый,S_M_L,панто_металл_фиолетовый_S_M_L
3164-3,CHOICE,подростковые для девочек,металл,ободковая,панто,малиновый,49.0,19.0,130.0,,,оптика,панто_металл_малиновый,S_M_L,панто_металл_малиновый_S_M_L
3164-4,CHOICE,подростковые универсальные,металл,ободковая,панто,синий,49.0,19.0,130.0,,,оптика,панто_металл_синий,S_M_L,панто_металл_синий_S_M_L
3165-2,CHOICE,подростковые универсальные,металл,ободковая,панто,серый,46.0,17.0,128.0,,,оптика,панто_металл_серый,S_S_M,панто_металл_серый_S_S_M
3165-3,CHOICE,подростковые универсальные,металл,ободковая,панто,синий,46.0,17.0,128.0,,,оптика,панто_металл_синий,S_S_M,панто_металл_синий_S_S_M
3165-52/10-3,AVANGLION,мужские,металл,ободковая,прямоугольные,серый,52.0,18.0,140.0,,,оптика,прямоугольные_металл_серый,M_L_L,прямоугольные_металл_серый_M_L_L
3165-52/20,AVANGLION,мужские,металл,ободковая,прямоугольные,серый,52.0,18.0,140.0,,,оптика,прямоугольные_металл_серый,M_L_L,прямоугольные_металл_серый_M_L_L
3165-52/60-9,AVANGLION,мужские,металл,ободковая,прямоугольные,золотой,52.0,18.0,140.0,,,оптика,прямоугольные_металл_золотой,M_L_L,прямоугольные_металл_золотой_M_L_L
3166-1,CHOICE,подростковые универсальные,металл,ободковая,круглые,черный/серебристый,48.0,19.0,135.0,,,оптика,круглые_металл_черный/серебристый,M_M_L,круглые_металл_черный/серебристый_M_M_L
3166-2,CHOICE,подростковые универсальные,металл,ободковая,круглые,серый,48.0,19.0,135.0,,,оптика,круглые_металл_серый,M_M_L,круглые_металл_серый_M_M_L
3166-3,CHOICE,подростковые универсальные,металл,ободковая,круглые,коричневый,48.0,19.0,135.0,,,оптика,круглые_металл_коричневый,M_M_L,круглые_металл_коричневый_M_M_L
3167-1,CHOICE,подростковые универсальные,металл,ободковая,квадратные,черный/серебристый,48.0,18.0,130.0,,,оптика,квадратные_металл_черный/серебристый,S_M_L,квадратные_металл_черный/серебристый_S_M_L
